City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
314,gniezno,52.5348,17.5826,20.77,57,100,4.49,PL,1683983446
315,lyman,48.9884,37.8023,18.67,49,100,2.35,UA,1683983716
316,akureyri,65.6835,-18.0878,9.01,53,100,2.82,IS,1683983575
317,cidreira,-30.1811,-50.2056,16.44,65,84,1.92,BR,1683983716
318,barra dos coqueiros,-10.9089,-37.0386,30.01,66,20,2.57,BR,1683983717
319,antofagasta,-23.65,-70.4,18.6,68,32,0.45,CL,1683983717
320,jacmel,18.2342,-72.5347,28.91,67,99,0.58,HT,1683983717
321,piacabucu,-10.4056,-36.4344,29.18,61,98,3.11,BR,1683983717
322,sao vicente,-23.9631,-46.3919,20.15,76,77,0.58,BR,1683983687
323,galesong,-5.3166,119.3661,28.01,83,9,5.45,ID,1683983718
324,beolgyo,34.8449,127.3429,13.98,93,0,1.27,KR,1683983718
325,badger,64.8,-147.5333,7.51,75,100,3.6,US,1683983719
326,helena valley west central,46.6629,-112.0604,9.49,82,100,2.24,US,1683983719
327,codrington,-38.2667,141.9667,9.49,90,0,3.5,AU,1683983719
328,solnechnyy,50.7214,136.6319,14.37,69,100,4.77,RU,1683983719
329,taoudenni,22.6783,-3.9836,42.89,6,6,3.39,ML,1683983719
330,groton,41.3501,-72.0784,22.23,69,40,0.0,US,1683983720
331,kargasok,59.0556,80.8572,5.79,25,5,1.24,RU,1683983720
332,venado tuerto,-33.7456,-61.9688,19.87,65,54,3.66,AR,1683983720
333,oranjemund,-28.55,16.4333,16.12,62,0,9.93,NA,1683983720
334,urengoy,65.9667,78.3667,-1.27,83,100,7.74,RU,1683983720
335,nova vicosa,-17.8919,-39.3719,24.37,83,100,2.79,BR,1683983721
336,prince rupert,54.3161,-130.3201,11.05,93,100,1.54,CA,1683983721
337,revda,56.801,59.9303,15.3,31,100,1.62,RU,1683983526
338,fada,9.5667,8.3,38.68,17,48,3.83,NG,1683983721
339,lorengau,-2.0226,147.2712,27.03,84,35,1.07,PG,1683983722
340,nesterov,54.6306,22.5714,17.0,67,74,5.16,RU,1683983722
341,acapulco de juarez,16.8634,-99.8901,24.9,83,40,2.06,MX,1683983534
342,sihanoukville,10.6093,103.5296,29.97,74,20,2.06,KH,1683983722
343,uturoa,-16.7333,-151.4333,26.86,74,19,3.25,PF,1683983723
344,fuglafjordur,62.244,-6.814,9.26,96,100,5.25,FO,1683983723
345,alaghsas,17.0187,8.0168,40.48,8,81,4.25,NE,1683983723
346,kiruna,67.8557,20.2251,9.51,50,91,6.69,SE,1683983612
347,krumovgrad,41.4667,25.65,18.35,51,5,1.46,BG,1683983723
348,korsakov,46.6328,142.7813,5.47,74,3,3.31,RU,1683983472
349,hithadhoo,-0.6,73.0833,28.69,76,100,5.88,MV,1683983724
350,pangody,65.85,74.4859,0.46,99,100,6.87,RU,1683983724
351,ewo,-0.8725,14.8206,33.32,46,89,1.38,CG,1683983724
352,rio grande,-32.035,-52.0986,17.06,67,20,3.36,BR,1683983707
353,la sarre,48.8002,-79.1996,6.13,59,79,5.45,CA,1683983725
354,radebeul,51.1065,13.6605,19.2,53,20,6.17,DE,1683983725
355,djenne,13.9061,-4.5533,40.09,21,60,2.96,ML,1683983725
356,yarmouth,41.7057,-70.2286,23.12,54,20,4.12,US,1683983568
357,flying fish cove,-10.4217,105.6791,26.82,78,75,6.17,CX,1683983726
358,alesund,62.4723,6.1549,16.51,79,40,2.57,NO,1683983726
359,al hudaydah,14.7978,42.9545,33.75,56,7,3.43,YE,1683983726
360,khargone,21.8167,75.6,41.49,9,0,5.65,IN,1683983619
361,castillos,-34.1667,-53.8333,13.24,75,100,4.59,UY,1683983726
362,mount gambier,-37.8333,140.7667,8.7,76,0,2.35,AU,1683983727
363,sao jose da coroa grande,-8.8978,-35.1478,28.22,66,80,2.76,BR,1683983727
364,saryozek,44.3583,77.9753,18.86,55,100,2.89,KZ,1683983727
